Country,Code,Year,Wheat_Prod_Tones
Morocco,MAR,2007,1582630
Morocco,MAR,2008,3769450
Morocco,MAR,2009,6371430
Morocco,MAR,2010,4876140
Morocco,MAR,2011,6017821
Morocco,MAR,2012,3878000
Morocco,MAR,2013,6933983
Morocco,MAR,2014,5115884
Morocco,MAR,2015,8074659
Morocco,MAR,2016,2731123
Morocco,MAR,2017,7090817
Morocco,MAR,2018,7320620
Mozambique,MOZ,1993,1721
Mozambique,MOZ,1994,1482
Mozambique,MOZ,1995,1349
Mozambique,MOZ,1996,1291
Mozambique,MOZ,1997,1066
Mozambique,MOZ,1998,1211
Mozambique,MOZ,1999,1429
Mozambique,MOZ,2000,1500
Mozambique,MOZ,2001,2000
Mozambique,MOZ,2002,2700
Mozambique,MOZ,2003,3800
Mozambique,MOZ,2004,5000
Mozambique,MOZ,2005,6200
Mozambique,MOZ,2006,8400
Mozambique,MOZ,2007,10000
Mozambique,MOZ,2008,12500
Mozambique,MOZ,2009,15000
Mozambique,MOZ,2010,17870
Mozambique,MOZ,2011,20350
Mozambique,MOZ,2012,17653
Mozambique,MOZ,2013,19800
Mozambique,MOZ,2014,20710
Mozambique,MOZ,2015,20280
Mozambique,MOZ,2016,17088
Mozambique,MOZ,2017,16061
Mozambique,MOZ,2018,21105
Myanmar,MMR,1993,106900
Myanmar,MMR,1994,87700
Myanmar,MMR,1995,76700
Myanmar,MMR,1996,85400
Myanmar,MMR,1997,90700
Myanmar,MMR,1998,92000
Myanmar,MMR,1999,115300
Myanmar,MMR,2000,92100
Myanmar,MMR,2001,94400
Myanmar,MMR,2002,105700
Myanmar,MMR,2003,122400
Myanmar,MMR,2004,150000
Myanmar,MMR,2005,156200
Myanmar,MMR,2006,140200
Myanmar,MMR,2007,155300
Myanmar,MMR,2008,170400
Myanmar,MMR,2009,179200
Myanmar,MMR,2010,181000
Myanmar,MMR,2011,169800
Myanmar,MMR,2012,177600
Myanmar,MMR,2013,182900
Myanmar,MMR,2014,182400
Myanmar,MMR,2015,179300
Myanmar,MMR,2016,102636
Myanmar,MMR,2017,123253
Myanmar,MMR,2018,134372
Namibia,NAM,1993,5700
Namibia,NAM,1994,6300
Namibia,NAM,1995,6400
Namibia,NAM,1996,5700
Namibia,NAM,1997,5721
Namibia,NAM,1998,5274
Namibia,NAM,1999,3644
Namibia,NAM,2000,3429
Namibia,NAM,2001,6119
Namibia,NAM,2002,10489
Namibia,NAM,2003,10289
Namibia,NAM,2004,8262
Namibia,NAM,2005,11015
Namibia,NAM,2006,12858
Namibia,NAM,2007,12163
Namibia,NAM,2008,14581
Namibia,NAM,2009,12448
Namibia,NAM,2010,13397
Namibia,NAM,2011,16300
Namibia,NAM,2012,14500
Namibia,NAM,2013,15000
Namibia,NAM,2014,10000
Namibia,NAM,2015,10153
Namibia,NAM,2016,9822
Namibia,NAM,2017,6094
Namibia,NAM,2018,6094
Nepal,NPL,1993,765000
Nepal,NPL,1994,898892
Nepal,NPL,1995,914000
Nepal,NPL,1996,1012930
Nepal,NPL,1997,1072000
Nepal,NPL,1998,1000770
Nepal,NPL,1999,1086480
Nepal,NPL,2000,1183530
Nepal,NPL,2001,1157865
Nepal,NPL,2002,1258045
Nepal,NPL,2003,1344192
Nepal,NPL,2004,1387191
Nepal,NPL,2005,1442442
Nepal,NPL,2006,1394126
Nepal,NPL,2007,1515139
Nepal,NPL,2008,1572065
Nepal,NPL,2009,1343862
Nepal,NPL,2010,1556539
Nepal,NPL,2011,1745811
Nepal,NPL,2012,1846142
Nepal,NPL,2013,1727346
Nepal,NPL,2014,1883147
Nepal,NPL,2015,1975625
Nepal,NPL,2016,1736849
Nepal,NPL,2017,1879191
Nepal,NPL,2018,1949001
Netherlands,NLD,1993,1035000
Netherlands,NLD,1994,981000
Netherlands,NLD,1995,1167000
Netherlands,NLD,1996,1268900
Netherlands,NLD,1997,1063000
Netherlands,NLD,1998,1072000
Netherlands,NLD,1999,851400
Netherlands,NLD,2000,1142700
Netherlands,NLD,2001,990700
Netherlands,NLD,2002,1056640
Netherlands,NLD,2003,1130100
Netherlands,NLD,2004,1223900
Netherlands,NLD,2005,1174686
Netherlands,NLD,2006,1184400
Netherlands,NLD,2007,1018000
Netherlands,NLD,2008,1366162
Netherlands,NLD,2009,1402040
Netherlands,NLD,2010,1369553
Netherlands,NLD,2011,1175275
Netherlands,NLD,2012,1302002
Netherlands,NLD,2013,1335105
Netherlands,NLD,2014,1304054
Netherlands,NLD,2015,1300085
Netherlands,NLD,2016,1016479
Netherlands,NLD,2017,1054151
Netherlands,NLD,2018,985297
New Zealand,NZL,1993,219414
New Zealand,NZL,1994,241853
New Zealand,NZL,1995,245173
New Zealand,NZL,1996,277014
New Zealand,NZL,1997,317000
New Zealand,NZL,1998,302100
New Zealand,NZL,1999,320000
New Zealand,NZL,2000,326000
New Zealand,NZL,2001,364000
New Zealand,NZL,2002,301499
New Zealand,NZL,2003,318916
New Zealand,NZL,2004,255860
New Zealand,NZL,2005,318947
New Zealand,NZL,2006,261798
New Zealand,NZL,2007,344434
New Zealand,NZL,2008,343350
New Zealand,NZL,2009,403463
New Zealand,NZL,2010,444890
New Zealand,NZL,2011,383262
New Zealand,NZL,2012,488614
New Zealand,NZL,2013,447799
New Zealand,NZL,2014,413497
New Zealand,NZL,2015,413533
New Zealand,NZL,2016,459349
New Zealand,NZL,2017,405182
New Zealand,NZL,2018,371027
Niger,NER,1993,4400
Niger,NER,1994,7200
Niger,NER,1995,3100
Niger,NER,1996,1700
Niger,NER,1997,600
Niger,NER,1998,12500
Niger,NER,1999,12669
Niger,NER,2000,10946
Niger,NER,2001,6300
Niger,NER,2002,3500
Niger,NER,2003,3500
Niger,NER,2004,6239
Niger,NER,2005,9000
Niger,NER,2006,7796
Niger,NER,2007,7000
Niger,NER,2008,8775
Niger,NER,2009,6180
Niger,NER,2010,5165
Niger,NER,2011,1291
Niger,NER,2012,3114
Niger,NER,2013,5666
Niger,NER,2014,1802
Niger,NER,2015,8090
Niger,NER,2016,8234
Niger,NER,2017,6003
Niger,NER,2018,4807
Nigeria,NGA,1993,32600
Nigeria,NGA,1994,35200
Nigeria,NGA,1995,43600
Nigeria,NGA,1996,47000
Nigeria,NGA,1997,66000
Nigeria,NGA,1998,98000
Nigeria,NGA,1999,101000
Nigeria,NGA,2000,73000
Nigeria,NGA,2001,51000
Nigeria,NGA,2002,54000
Nigeria,NGA,2003,58000
Nigeria,NGA,2004,62000
Nigeria,NGA,2005,66000
Nigeria,NGA,2006,71000
Nigeria,NGA,2007,44000
Nigeria,NGA,2008,53000
Nigeria,NGA,2009,80000
Nigeria,NGA,2010,110441
Nigeria,NGA,2011,165000
Nigeria,NGA,2012,100000
Nigeria,NGA,2013,80000
Nigeria,NGA,2014,91300
Nigeria,NGA,2015,60000
Nigeria,NGA,2016,60000
Nigeria,NGA,2017,66151
Nigeria,NGA,2018,65433
North Korea,PRK,1993,123000
North Korea,PRK,1994,125000
North Korea,PRK,1995,125000
North Korea,PRK,1996,100000
North Korea,PRK,1997,100000
North Korea,PRK,1998,165000
North Korea,PRK,1999,97000
North Korea,PRK,2000,50000
North Korea,PRK,2001,123866
North Korea,PRK,2002,145000
North Korea,PRK,2003,161000
North Korea,PRK,2004,175000
North Korea,PRK,2005,193000
North Korea,PRK,2006,199000
North Korea,PRK,2007,195000
North Korea,PRK,2008,175000
North Korea,PRK,2009,169000
North Korea,PRK,2010,160000
North Korea,PRK,2011,127000
North Korea,PRK,2012,74000
North Korea,PRK,2013,75000
North Korea,PRK,2014,45000
North Korea,PRK,2015,55000
North Korea,PRK,2016,39000
North Korea,PRK,2017,49500
North Korea,PRK,2018,35000
Oman,OMN,1993,1300
Oman,OMN,1994,1325
Oman,OMN,1995,1350
Oman,OMN,1996,1380
Oman,OMN,1997,1250
Oman,OMN,1998,770
Oman,OMN,1999,1050
Oman,OMN,2000,1413
Oman,OMN,2001,1429
Oman,OMN,2002,1421
Oman,OMN,2003,1210
Oman,OMN,2004,1200
Oman,OMN,2005,865
Oman,OMN,2006,775
Oman,OMN,2007,947
Oman,OMN,2008,1070
Oman,OMN,2009,1874
Oman,OMN,2010,2286
Oman,OMN,2011,2126
Oman,OMN,2012,2000
Oman,OMN,2013,1095
Oman,OMN,2014,3403
Oman,OMN,2015,2525
Oman,OMN,2016,3980
Oman,OMN,2017,3980
Oman,OMN,2018,3579
Pakistan,PAK,1993,16156500
Pakistan,PAK,1994,15213000
Pakistan,PAK,1995,17002400
Pakistan,PAK,1996,16907400
Pakistan,PAK,1997,16650500
Pakistan,PAK,1998,18694000
Pakistan,PAK,1999,17857600
Pakistan,PAK,2000,21078600
Pakistan,PAK,2001,19023700
Pakistan,PAK,2002,18226500
Pakistan,PAK,2003,19183300
Pakistan,PAK,2004,19499800
Pakistan,PAK,2005,21612300
Pakistan,PAK,2006,21276900
Pakistan,PAK,2007,23294600
Pakistan,PAK,2008,20958800
Pakistan,PAK,2009,24033000
Pakistan,PAK,2010,23310800
Pakistan,PAK,2011,25213800
Pakistan,PAK,2012,23473400
Pakistan,PAK,2013,24211360
Pakistan,PAK,2014,25979399
Pakistan,PAK,2015,25086174
Pakistan,PAK,2016,25633028
Pakistan,PAK,2017,26673703
Pakistan,PAK,2018,25076149
Paraguay,PRY,1993,425421
Paraguay,PRY,1994,375679
Paraguay,PRY,1995,208617
Paraguay,PRY,1996,543435
Paraguay,PRY,1997,400189
Paraguay,PRY,1998,229173
Paraguay,PRY,1999,180088
Paraguay,PRY,2000,231119
Paraguay,PRY,2001,532155
Paraguay,PRY,2002,536754
Paraguay,PRY,2003,715000
Paraguay,PRY,2004,715000
Paraguay,PRY,2005,800000
Paraguay,PRY,2006,620000
Paraguay,PRY,2007,800000
Paraguay,PRY,2008,799632
Paraguay,PRY,2009,1066800
Paraguay,PRY,2010,1401987
Paraguay,PRY,2011,1463881
Paraguay,PRY,2012,1560600
Paraguay,PRY,2013,1430000
Paraguay,PRY,2014,840000
Paraguay,PRY,2015,1139147
Paraguay,PRY,2016,1144000
Paraguay,PRY,2017,1020000
Paraguay,PRY,2018,722400
Peru,PER,1993,125595
Peru,PER,1994,127035
Peru,PER,1995,125048
Peru,PER,1996,146152
Peru,PER,1997,123689
Peru,PER,1998,146640
Peru,PER,1999,169613
Peru,PER,2000,187746
Peru,PER,2001,181805
Peru,PER,2002,186853
Peru,PER,2003,190453
Peru,PER,2004,170411
Peru,PER,2005,178460
Peru,PER,2006,191082
Peru,PER,2007,181552
Peru,PER,2008,206936
Peru,PER,2009,226265
Peru,PER,2010,219454
Peru,PER,2011,214140
Peru,PER,2012,226218
Peru,PER,2013,230105
Peru,PER,2014,218904
Peru,PER,2015,214849
Peru,PER,2016,191108
Peru,PER,2017,192099
Peru,PER,2018,195088
Poland,POL,1993,8242694
Poland,POL,1994,7658457
Poland,POL,1995,8668035
Poland,POL,1996,8575954
Poland,POL,1997,8192681
Poland,POL,1998,9536576
Poland,POL,1999,9051339
Poland,POL,2000,8502865
Poland,POL,2001,9283044
Poland,POL,2002,9304000
Poland,POL,2003,7858160
Poland,POL,2004,9892482
Poland,POL,2005,8771434
Poland,POL,2006,7059671
Poland,POL,2007,8317265
Poland,POL,2008,9274920
Poland,POL,2009,9789586
Poland,POL,2010,9408110
Poland,POL,2011,9339200
Poland,POL,2012,8607600
Poland,POL,2013,9485183
Poland,POL,2014,11628670
Poland,POL,2015,10957787
Poland,POL,2016,10827902
Poland,POL,2017,11665702
Poland,POL,2018,9820315
Portugal,PRT,1993,421838
Portugal,PRT,1994,462536
Portugal,PRT,1995,359849
Portugal,PRT,1996,405826
Portugal,PRT,1997,329271
Portugal,PRT,1998,150938
Portugal,PRT,1999,352148
Portugal,PRT,2000,354710
Portugal,PRT,2001,153604
Portugal,PRT,2002,413031
Portugal,PRT,2003,149569
Portugal,PRT,2004,292866
Portugal,PRT,2005,81530
Portugal,PRT,2006,249580
Portugal,PRT,2007,102258
Portugal,PRT,2008,203289
Portugal,PRT,2009,124146
Portugal,PRT,2010,82577
Portugal,PRT,2011,51003
Portugal,PRT,2012,58990
Portugal,PRT,2013,92014
Portugal,PRT,2014,98794
Portugal,PRT,2015,80393
Portugal,PRT,2016,90017
Portugal,PRT,2017,59610
Portugal,PRT,2018,67749
Qatar,QAT,1993,201
Qatar,QAT,1994,143
Qatar,QAT,1995,147
Qatar,QAT,1996,135
Qatar,QAT,1997,150
Qatar,QAT,1998,140
Qatar,QAT,1999,83
Qatar,QAT,2000,83
Qatar,QAT,2001,28
Qatar,QAT,2002,25
Qatar,QAT,2003,28
Qatar,QAT,2004,22
Qatar,QAT,2005,21
Qatar,QAT,2006,20
Qatar,QAT,2007,32
Qatar,QAT,2008,30
Qatar,QAT,2009,49
Qatar,QAT,2010,36
Qatar,QAT,2011,26
Qatar,QAT,2012,48
Qatar,QAT,2013,86
Qatar,QAT,2014,5
Qatar,QAT,2015,0
Qatar,QAT,2016,6
Qatar,QAT,2017,16
Qatar,QAT,2018,15
Romania,ROU,1993,5314104
Romania,ROU,1994,6135299
Romania,ROU,1995,7666538
Romania,ROU,1996,3143818
Romania,ROU,1997,7156188
Romania,ROU,1998,5181823
Romania,ROU,1999,4661439
Romania,ROU,2000,4434438
Romania,ROU,2001,7735136
Romania,ROU,2002,4420995
Romania,ROU,2003,2479052
Romania,ROU,2004,7812428
Romania,ROU,2005,7340664
Romania,ROU,2006,5526190
Romania,ROU,2007,3044465
Romania,ROU,2008,7180984
Romania,ROU,2009,5202526
Romania,ROU,2010,5811810
Romania,ROU,2011,7131590
Romania,ROU,2012,5297748
Romania,ROU,2013,7296373
Romania,ROU,2014,7584814
Romania,ROU,2015,7962421
Romania,ROU,2016,8431131
Romania,ROU,2017,10034955
Romania,ROU,2018,10143671
Russia,RUS,1993,43546550
Russia,RUS,1994,32128210
Russia,RUS,1995,30118470
Russia,RUS,1996,34831232
Russia,RUS,1997,44235132
Russia,RUS,1998,26994700
Russia,RUS,1999,30996953
Russia,RUS,2000,34460052
Russia,RUS,2001,46996294
Russia,RUS,2002,50622106
Russia,RUS,2003,34069788
Russia,RUS,2004,45433661
Russia,RUS,2005,47614681
Russia,RUS,2006,44926880
Russia,RUS,2007,49367973
Russia,RUS,2008,63765140
Russia,RUS,2009,61739751
Russia,RUS,2010,41507581
Russia,RUS,2011,56239994
Russia,RUS,2012,37719640
Russia,RUS,2013,52090797
Russia,RUS,2014,59711382
Russia,RUS,2015,61785799
Russia,RUS,2016,73345679
Russia,RUS,2017,86002542
Russia,RUS,2018,72136149
Rwanda,RWA,1993,4800
Rwanda,RWA,1994,3200
Rwanda,RWA,1995,6000
Rwanda,RWA,1996,6814
Rwanda,RWA,1997,5997
Rwanda,RWA,1998,4140
Rwanda,RWA,1999,3607
Rwanda,RWA,2000,6444
Rwanda,RWA,2001,8269
Rwanda,RWA,2002,7434
Rwanda,RWA,2003,15305
Rwanda,RWA,2004,16772
Rwanda,RWA,2005,21942
Rwanda,RWA,2006,19549
Rwanda,RWA,2007,24633
Rwanda,RWA,2008,6700
Rwanda,RWA,2009,7200
Rwanda,RWA,2010,7700
Rwanda,RWA,2011,9000
Rwanda,RWA,2012,7500
Rwanda,RWA,2013,7000
Rwanda,RWA,2014,7886
Rwanda,RWA,2015,7995
Rwanda,RWA,2016,9923
Rwanda,RWA,2017,10926
Rwanda,RWA,2018,10875
Saudi Arabia,SAU,1993,3429980
Saudi Arabia,SAU,1994,2646023
Saudi Arabia,SAU,1995,1647956
Saudi Arabia,SAU,1996,1200000
Saudi Arabia,SAU,1997,1794900
Saudi Arabia,SAU,1998,1734000
Saudi Arabia,SAU,1999,2046000
Saudi Arabia,SAU,2000,1787542
Saudi Arabia,SAU,2001,2081870
Saudi Arabia,SAU,2002,2436443
Saudi Arabia,SAU,2003,2524278
Saudi Arabia,SAU,2004,2775678
Saudi Arabia,SAU,2005,2648472
Saudi Arabia,SAU,2006,2630394
Saudi Arabia,SAU,2007,2558000
Saudi Arabia,SAU,2008,1985556
Saudi Arabia,SAU,2009,1152447
Saudi Arabia,SAU,2010,1349389
Saudi Arabia,SAU,2011,1184454
Saudi Arabia,SAU,2012,854256
Saudi Arabia,SAU,2013,660145
Saudi Arabia,SAU,2014,718530
Saudi Arabia,SAU,2015,693776
Saudi Arabia,SAU,2016,618653
Saudi Arabia,SAU,2017,620923
Saudi Arabia,SAU,2018,586413
Slovakia,SVK,1993,1528513
Slovakia,SVK,1994,2144626
Slovakia,SVK,1995,1937937
Slovakia,SVK,1996,1713061
Slovakia,SVK,1997,1885961
Slovakia,SVK,1998,1789299
Slovakia,SVK,1999,1187264
Slovakia,SVK,2000,1254310
Slovakia,SVK,2001,1800086
Slovakia,SVK,2002,1554425
Slovakia,SVK,2003,930363
Slovakia,SVK,2004,1764846
Slovakia,SVK,2005,1607868
Slovakia,SVK,2006,1342693
Slovakia,SVK,2007,1379643
Slovakia,SVK,2008,1819479
Slovakia,SVK,2009,1537905
Slovakia,SVK,2010,1185286
Slovakia,SVK,2011,1631112
Slovakia,SVK,2012,1275302
Slovakia,SVK,2013,1684274
Slovakia,SVK,2014,2072405
Slovakia,SVK,2015,2082134
Slovakia,SVK,2016,2434213
Slovakia,SVK,2017,1770659
Slovakia,SVK,2018,1927926
Slovenia,SVN,1993,142856
Slovenia,SVN,1994,155343
Slovenia,SVN,1995,155575
Slovenia,SVN,1996,137120
Slovenia,SVN,1997,138930
Slovenia,SVN,1998,169097
Slovenia,SVN,1999,117251
Slovenia,SVN,2000,162559
Slovenia,SVN,2001,181083
Slovenia,SVN,2002,174868
Slovenia,SVN,2003,122920
Slovenia,SVN,2004,146829
Slovenia,SVN,2005,141293
Slovenia,SVN,2006,134449
Slovenia,SVN,2007,133339
Slovenia,SVN,2008,160297
Slovenia,SVN,2009,136904
Slovenia,SVN,2010,153481
Slovenia,SVN,2011,153575
Slovenia,SVN,2012,188065
Slovenia,SVN,2013,138235
Slovenia,SVN,2014,173245
Slovenia,SVN,2015,157058
Slovenia,SVN,2016,163165
Slovenia,SVN,2017,140961
Slovenia,SVN,2018,121901
Somalia,SOM,1993,925
Somalia,SOM,1994,999
Somalia,SOM,1995,920
Somalia,SOM,1996,920
Somalia,SOM,1997,920
Somalia,SOM,1998,900
Somalia,SOM,1999,938
Somalia,SOM,2000,960
Somalia,SOM,2001,950
Somalia,SOM,2002,957
Somalia,SOM,2003,964
Somalia,SOM,2004,1000
Somalia,SOM,2005,1200
Somalia,SOM,2006,960
Somalia,SOM,2007,970
Somalia,SOM,2008,1000
Somalia,SOM,2009,950
Somalia,SOM,2010,998
Somalia,SOM,2011,1006
Somalia,SOM,2012,1000
Somalia,SOM,2013,1000
Somalia,SOM,2014,1022
Somalia,SOM,2015,1028
Somalia,SOM,2016,1025
Somalia,SOM,2017,1029
Somalia,SOM,2018,1033
South Africa,ZAF,1993,1983770
South Africa,ZAF,1994,1840380
South Africa,ZAF,1995,1977254
South Africa,ZAF,1996,2711991
South Africa,ZAF,1997,2428840
South Africa,ZAF,1998,1892080
South Africa,ZAF,1999,1733030
South Africa,ZAF,2000,2428100
South Africa,ZAF,2001,2503950
South Africa,ZAF,2002,2437745
South Africa,ZAF,2003,1546840
South Africa,ZAF,2004,1687000
South Africa,ZAF,2005,1905000
South Africa,ZAF,2006,2105000
South Africa,ZAF,2007,1905000
South Africa,ZAF,2008,2130000
South Africa,ZAF,2009,1958000
South Africa,ZAF,2010,1430000
South Africa,ZAF,2011,2005000
South Africa,ZAF,2012,1915000
South Africa,ZAF,2013,1870000
South Africa,ZAF,2014,1750000
South Africa,ZAF,2015,1440000
South Africa,ZAF,2016,1910000
South Africa,ZAF,2017,1535000
South Africa,ZAF,2018,1868000
South Korea,KOR,1993,1483
South Korea,KOR,1994,2156
South Korea,KOR,1995,10262
South Korea,KOR,1996,10923
South Korea,KOR,1997,7433
South Korea,KOR,1998,4781
South Korea,KOR,1999,5626
South Korea,KOR,2000,2339
South Korea,KOR,2001,2841
South Korea,KOR,2002,5834
South Korea,KOR,2003,10011
South Korea,KOR,2004,12623
South Korea,KOR,2005,7678
South Korea,KOR,2006,5810
South Korea,KOR,2007,7351
South Korea,KOR,2008,10359
South Korea,KOR,2009,18782
South Korea,KOR,2010,39116
South Korea,KOR,2011,43677
South Korea,KOR,2012,37014
South Korea,KOR,2013,19061
South Korea,KOR,2014,23409
South Korea,KOR,2015,26433
South Korea,KOR,2016,38705
South Korea,KOR,2017,37425
South Korea,KOR,2018,37577
Spain,ESP,1993,4972971
Spain,ESP,1994,4302340
Spain,ESP,1995,3138700
Spain,ESP,1996,6040500
Spain,ESP,1997,4676290
Spain,ESP,1998,5436300
Spain,ESP,1999,5083800
Spain,ESP,2000,7293623
Spain,ESP,2001,5007698
Spain,ESP,2002,6822160
Spain,ESP,2003,6290100
Spain,ESP,2004,7096724
Spain,ESP,2005,4026694
Spain,ESP,2006,5521582
Spain,ESP,2007,6436359
Spain,ESP,2008,6714300
Spain,ESP,2009,4804772
Spain,ESP,2010,5941197
Spain,ESP,2011,6876657
Spain,ESP,2012,5189828
Spain,ESP,2013,7744900
Spain,ESP,2014,6471400
Spain,ESP,2015,6362694
Spain,ESP,2016,7873135
Spain,ESP,2017,4875957
Spain,ESP,2018,7989906
Swaziland,SWZ,1993,390
Swaziland,SWZ,1994,500
Swaziland,SWZ,1995,450
Swaziland,SWZ,1996,300
Swaziland,SWZ,1997,337
Swaziland,SWZ,1998,350
Swaziland,SWZ,1999,300
Swaziland,SWZ,2000,300
Swaziland,SWZ,2001,316
Swaziland,SWZ,2002,318
Swaziland,SWZ,2003,331
Swaziland,SWZ,2004,335
Swaziland,SWZ,2005,319
Swaziland,SWZ,2006,335
Swaziland,SWZ,2007,325
Swaziland,SWZ,2008,389
Swaziland,SWZ,2009,420
Swaziland,SWZ,2010,450
Swaziland,SWZ,2011,556
Swaziland,SWZ,2012,700
Swaziland,SWZ,2013,720
Swaziland,SWZ,2014,723
Swaziland,SWZ,2015,689
Swaziland,SWZ,2016,734
Swaziland,SWZ,2017,716
Swaziland,SWZ,2018,713
Switzerland,CHE,1993,573811
Switzerland,CHE,1994,567322
Switzerland,CHE,1995,613368
Switzerland,CHE,1996,666291
Switzerland,CHE,1997,584588
Switzerland,CHE,1998,603242
Switzerland,CHE,1999,495094
Switzerland,CHE,2000,568700
Switzerland,CHE,2001,505600
Switzerland,CHE,2002,516500
Switzerland,CHE,2003,436900
Switzerland,CHE,2004,539400
Switzerland,CHE,2005,531300
Switzerland,CHE,2006,543800
Switzerland,CHE,2007,543900
Switzerland,CHE,2008,549084
Switzerland,CHE,2009,549919
Switzerland,CHE,2010,524017
Switzerland,CHE,2011,553150
Switzerland,CHE,2012,515595
Switzerland,CHE,2013,479659
Switzerland,CHE,2014,550826
Switzerland,CHE,2015,527257
Switzerland,CHE,2016,386720
Switzerland,CHE,2017,530552
Switzerland,CHE,2018,497250
Syria,SYR,1993,3626491
Syria,SYR,1994,3702985
Syria,SYR,1995,4184144
Syria,SYR,1996,4080357
Syria,SYR,1997,3031090
Syria,SYR,1998,4111625
Syria,SYR,1999,2691504
Syria,SYR,2000,3105489
Syria,SYR,2001,4744623
Syria,SYR,2002,4775440
Syria,SYR,2003,4912993
Syria,SYR,2004,4537459
Syria,SYR,2005,4668750
Syria,SYR,2006,4932000
Syria,SYR,2007,4041100
Syria,SYR,2008,2139300
Syria,SYR,2009,3701784
Syria,SYR,2010,3083100
Syria,SYR,2011,3858331
Syria,SYR,2012,3609096
Syria,SYR,2013,3182111
Syria,SYR,2014,2024332
Syria,SYR,2015,2498893
Syria,SYR,2016,2400000
Syria,SYR,2017,2200000
Syria,SYR,2018,2334602
Taiwan,TWN,1993,4921
Taiwan,TWN,1994,4440
Taiwan,TWN,1995,4429
Taiwan,TWN,1996,193
Taiwan,TWN,1997,85
Taiwan,TWN,1998,66
Taiwan,TWN,1999,88
Taiwan,TWN,2000,127
Taiwan,TWN,2001,234
Taiwan,TWN,2002,262
Taiwan,TWN,2003,264
Taiwan,TWN,2004,238
Taiwan,TWN,2005,196
Taiwan,TWN,2006,271
Taiwan,TWN,2007,296
Taiwan,TWN,2008,292
Taiwan,TWN,2009,364
Taiwan,TWN,2010,5178
Taiwan,TWN,2011,4034
Taiwan,TWN,2012,6859
Taiwan,TWN,2013,4127
Taiwan,TWN,2014,6811
Taiwan,TWN,2015,7335
Taiwan,TWN,2016,6091
Taiwan,TWN,2017,6746
Taiwan,TWN,2018,6724
Tajikistan,TJK,1993,170600
Tajikistan,TJK,1994,149000
Tajikistan,TJK,1995,170000
Tajikistan,TJK,1996,239000
Tajikistan,TJK,1997,452209
Tajikistan,TJK,1998,388149
Tajikistan,TJK,1999,365136
Tajikistan,TJK,2000,406196
Tajikistan,TJK,2001,387314
Tajikistan,TJK,2002,544565
Tajikistan,TJK,2003,660222
Tajikistan,TJK,2004,631328
Tajikistan,TJK,2005,618467
Tajikistan,TJK,2006,640339
Tajikistan,TJK,2007,649300
Tajikistan,TJK,2008,659096
Tajikistan,TJK,2009,1088591
Tajikistan,TJK,2010,1033144
Tajikistan,TJK,2011,726880
Tajikistan,TJK,2012,812588
Tajikistan,TJK,2013,947350
Tajikistan,TJK,2014,868368
Tajikistan,TJK,2015,896362
Tajikistan,TJK,2016,917081
Tajikistan,TJK,2017,899653
Tajikistan,TJK,2018,778986
Tanzania,TZA,1993,59000
Tanzania,TZA,1994,59000
Tanzania,TZA,1995,75300
Tanzania,TZA,1996,83600
Tanzania,TZA,1997,78500
Tanzania,TZA,1998,111500
Tanzania,TZA,1999,82400
Tanzania,TZA,2000,32700
Tanzania,TZA,2001,89000
Tanzania,TZA,2002,77000
Tanzania,TZA,2003,74000
Tanzania,TZA,2004,67000
Tanzania,TZA,2005,102000
Tanzania,TZA,2006,110000
Tanzania,TZA,2007,82800
Tanzania,TZA,2008,43360
Tanzania,TZA,2009,82370
Tanzania,TZA,2010,62370
Tanzania,TZA,2011,112658
Tanzania,TZA,2012,108887
Tanzania,TZA,2013,103973
Tanzania,TZA,2014,167000
Tanzania,TZA,2015,72483
Tanzania,TZA,2016,95923
Tanzania,TZA,2017,102111
Tanzania,TZA,2018,104870
Thailand,THA,1993,740
Thailand,THA,1994,700
Thailand,THA,1995,639
Thailand,THA,1996,710
Thailand,THA,1997,750
Thailand,THA,1998,827
Thailand,THA,1999,792
Thailand,THA,2000,800
Thailand,THA,2001,701
Thailand,THA,2002,821
Thailand,THA,2003,883
Thailand,THA,2004,911
Thailand,THA,2005,952
Thailand,THA,2006,1000
Thailand,THA,2007,1014
Thailand,THA,2008,1045
Thailand,THA,2009,1063
Thailand,THA,2010,1107
Thailand,THA,2011,1115
Thailand,THA,2012,1000
Thailand,THA,2013,1500
Thailand,THA,2014,1303
Thailand,THA,2015,1281
Thailand,THA,2016,1302
Thailand,THA,2017,1319
Thailand,THA,2018,1351
Turkey,TUR,1993,21000000
Turkey,TUR,1994,17500000
Turkey,TUR,1995,18000000
Turkey,TUR,1996,18500000
Turkey,TUR,1997,18650000
Turkey,TUR,1998,21000000
Turkey,TUR,1999,18000000
Turkey,TUR,2000,21000000
Turkey,TUR,2001,19000000
Turkey,TUR,2002,19500000
Turkey,TUR,2003,19000000
Turkey,TUR,2004,21000000
Turkey,TUR,2005,21500000
Turkey,TUR,2006,20010000
Turkey,TUR,2007,17234000
Turkey,TUR,2008,17782000
Turkey,TUR,2009,20600000
Turkey,TUR,2010,19674000
Turkey,TUR,2011,21800000
Turkey,TUR,2012,20100000
Turkey,TUR,2013,22050000
Turkey,TUR,2014,19000000
Turkey,TUR,2015,22600000
Turkey,TUR,2016,20600000
Turkey,TUR,2017,21500000
Turkey,TUR,2018,20000000
Turkmenistan,TKM,1993,509000
